,yyyy,mm,tmax,tmin,af,rain,sun
1183,1951,8,17.7,10.6,0,111.4,132.8
1184,1951,9,16.7,10,0,50.8,93.7
1185,1951,10,13.8,7.1,0,21.2,92
1186,1951,11,10.4,4.7,2,139.2,45.4
1187,1951,12,8.4,2.5,7,105.6,35.3
1188,1952,1,5.5,-0.6,18,116.5,50.8
1189,1952,2,7.5,1,15,25.6,57.3
1190,1952,3,10.2,3.6,5,33.9,113.5
1191,1952,4,13.5,5.1,1,38.7,145.3
1192,1952,5,16.7,7.6,0,25.7,171.5
1193,1952,6,17.2,9,0,56.4,145.1
1194,1952,7,19.7,11.7,0,40.7,105.8
1195,1952,8,18.6,10.7,0,42.1,108.4
1196,1952,9,14.4,6.1,0,27,105.6
1197,1952,10,12.6,5.5,2,44.4,121.3
1198,1952,11,7.7,1.5,10,46.1,52.7
1199,1952,12,6.4,0.8,12,85.4, ---
1200,1953,1,7.5,2.2,8,19.7,41.8
1201,1953,2,8.9,2.8,8,34.2,51.1
1202,1953,3,10.6,0.9,12,7,111.5
1203,1953,4,11.4,1.9,3,30.4,154.7
1204,1953,5,17.3,8.1,0,32.6,204.9
1205,1953,6,18.1,9.2,0,34.3,158.5
1206,1953,7,18.5,10.7,0,60,134.9
1207,1953,8,18.9,10.8,0,33.8,130.1
1208,1953,9,17.4,10.5,0,36.2,92.3
1209,1953,10,13.5,6.7,0,33.4,83.7
1210,1953,11,10.7,5.3,0,38.7,53.1
1211,1953,12,9.7,4.5,3,50.9,31.8
1212,1954,1,7.1,1.9,10,46.4,39.1
1213,1954,2,6.9,1.5,6,54.2,41.4
1214,1954,3,9.4,3,6,33.1,100.6
1215,1954,4,12.8,3,3,14,170.7
1216,1954,5,15.1,6.4,1,50.9,161.7
1217,1954,6,16.5,8.8,0,32.4,114.2
1218,1954,7,17,10,0,49.3,85.6
1219,1954,8,17.5,9.7,0,37.9,116.5
1220,1954,9,15.3,7.8,0,65.4,135.2
1221,1954,10,14.2,7.5,1,60.2,60.5
1222,1954,11,9.5,3,3,46.8,51.9
1223,1954,12,9.2,4.5,1,48.8,23.9
1224,1955,1,5.7,0.4,12,55.6,53.3
1225,1955,2,5.1,-1.5,16,27.7,70.6
1226,1955,3,8.8,-0.3,18,18.3,140.4
1227,1955,4,14.6,4.7,1,70.3,173.8
1228,1955,5,13.8,5.5,0,73.5,203.7
1229,1955,6,16.4,9.1,0,107.5,103.3
1230,1955,7,22.2,11,0,50.3,217.8
1231,1955,8,21.7,12.5,0,27.4,132.9
1232,1955,9,18,9.9,0,83.5,144.6
1233,1955,10,13,5.1,2,37.7,101.7
1234,1955,11,10.3,5.4,2,51.4,40.4
1235,1955,12,8.8,3,4,102.9,30.1
1236,1956,1,6.6,0.9,13,50.1,46.2
1237,1956,2,5.7,-0.9,19,26.7,73.1
1238,1956,3,10.4,3.8,2,67.1,114.6
1239,1956,4,12.6,3,6,27.6,152.1
1240,1956,5,16.1,7,1,33.1,170.1
1241,1956,6,17.4,8.2,0,62.7,179.7
1242,1956,7,18.8,11.1,0,95.5,133.8
1243,1956,8,16.9,9.1,0,150,129.3
1244,1956,9,16.2,10,0,84.5,74.1
1245,1956,10,13.1,6.2,1,49.4,96.6
1246,1956,11,9.9,4.6,1,58,40.6
1247,1956,12,8.8,4.2,3,138.1,23.7
1248,1957,1,8.5,1.8,9,114.4,57.9
1249,1957,2,8.6,1.8,7,51.4,85
1250,1957,3,12.2,6.5,1,62.3,62.7
1251,1957,4,13.2,4.2,0,29.8,173.5
1252,1957,5,15.2,5.8,1,61.8,187.9
1253,1957,6,19.9,8.3,0,35.6,244.1
1254,1957,7,18.3,11.6,0,93.8,65
1255,1957,8,18.1,11,0,141.4,111.4
1256,1957,9,15.2,8.3,0,98.3,88.9
1257,1957,10,13.2,6.9,0,88.6,62.8
1258,1957,11,9.4,3.8,5,25.2,55.7
1259,1957,12,8.2,2.7,3,109.3,48.9
1260,1958,1,7,1.5,9,86.4,57.2
1261,1958,2,8.3,2.1,8,99.3,59.8
1262,1958,3,7.4,0.9,13,35.1,100.9
1263,1958,4,11.9,3.9,4,30.6,133.3
1264,1958,5,14.6,5.3,0,67.2,193.6
1265,1958,6,17,9.3,0,137.5,121.5
1266,1958,7,19.2,11.3,0,138.2,144.4
1267,1958,8,18.3,11.2,0,99.1,108.4
1268,1958,9,18,11,0,74.2,102.3
1269,1958,10,13.7,7.6,0,99.5,86.6
1270,1958,11,10.6,5.2,1,42.4,48.1
1271,1958,12,7.2,1.7,5,131.4,35.8
1272,1959,1,5.5,-1,19,55.9,82.7
1273,1959,2,9.2,2.2,8,25.9,56.9
1274,1959,3,11.4,4.3,0,59.5,119.3
1275,1959,4,13.2,4.4,0,73.8,157.2
1276,1959,5,17.9,6.7,1,33.6,229.1
1277,1959,6,19.5,9.5,0,50.5,223.4
1278,1959,7,20.4,11.7,0,84.2,143.1
1279,1959,8,20.4,11.8,0,26.1,141.7
1280,1959,9,19.2,8.7,0,40.4,140.5
1281,1959,10,15.8,8.8,0,99.8,104.1
1282,1959,11,10,3.5,2,81.9,73.3
1283,1959,12,8.5,2.5,2,116,41
1284,1960,1,7.6,1,15,79.4,42.8
1285,1960,2,7.4,0.1,17,78.1,105.4
1286,1960,3,9.4,4,0,51.6,66
1287,1960,4,14.1,4.9,0,64.1,159.7
1288,1960,5,17.7,7.9,0,85,196.2
1289,1960,6,19.7,10.2,0,72.6,225.3
1290,1960,7,18.4,10.6,0,98.5,143.9
1291,1960,8,18.4,10,0,97.9,144.8
1292,1960,9,16.5,8.5,0,83.8,119.7
1293,1960,10,13,6.7,0,129.3,62.2
1294,1960,11,9.9,3.6,3,84.6,60.4
1295,1960,12,5.9,-0.2,13,77.5,65
1296,1961,1,7.1,0.5,8,91.3,54.4
1297,1961,2,10.4,4.4,2,78.1,67.3
1298,1961,3,12.6,5.6,0,27.8,86
1299,1961,4,13.1,5.1,2,131.8,108.2
1300,1961,5,15.2,6.3,0,77,178.4
1301,1961,6,17.7,9.2,0,41.5,143.1
1302,1961,7,17.9,9.9,0,47.8,89.8
1303,1961,8,18.5,10.2,0,64.3,137.1
1304,1961,9,17.4,9.5,0,93.6,116.3
1305,1961,10,13.3,6.7,0,101.3,104.3
1306,1961,11,9.3,3.2,3,58.2,63.7
1307,1961,12,5.7,-0.4,19,63.6,34.2
1308,1962,1,7.8,1,7,77.1,52.2
1309,1962,2,8.4,2.2,5,36,63.9
1310,1962,3,7.9,-0.7,16,54.8,126.4
1311,1962,4,12.8,3.1,4,51.7,194.9
1312,1962,5,15.3,5.5,0,72.2,211.6
1313,1962,6,17.6,8,0,33.5,174.5
1314,1962,7,18,10.1,0,52.3,103.5
1315,1962,8,18,9.6,0,83.3,154.9
1316,1962,9,15.1,8.3,0,166,70.9
1317,1962,10,13.9,7,0,41.7,91.4
1318,1962,11,8.8,3.5,3,49.6,39.7
1319,1962,12,7.2,1.2,9,88.8,36.1
1320,1963,1,2.3,-2.8,27,39.1,59.7
1321,1963,2,4.3,-1.9,23,63,71.8
1322,1963,3,10.9,2.7,8,90.9,119.5
1323,1963,4,12.4,4.1,1,71.4,133.2
1324,1963,5,14.5,5.4,0,71,182
1325,1963,6,18.5,9.4,0,120.8,164
1326,1963,7,18.4,10,0,38.2,168
1327,1963,8,17.6,10.3,0,103,112.4
1328,1963,9,16.3,8.5,0,58.4,129.5
1329,1963,10,14.2,7.8,0,100.2,75.2
1330,1963,11,10,3.7,5,139.1,48.9
1331,1963,12,6.2,1,11,19.4,51.3
1332,1964,1,7.9,2.9,1,48.6,27.3
1333,1964,2,7.9,2.4,9,31.3,64.2
1334,1964,3,8.5,2.2,8,65.8,69.5
1335,1964,4,12.8,5,1,52.7,121.2
1336,1964,5,16.5,8.1,0,46.9,169.8
1337,1964,6,17,9.5,0,56,126.3
1338,1964,7,19.1,11.2,0,42,110.6
1339,1964,8,18.6,10.5,0,96.6,146.5
1340,1964,9,17.5,9.3,0,61.8,128.3
1341,1964,10,12.5,5.6,0,132.9,67.5
1342,1964,11,10.3,3.5,6,59.7,67.3
1343,1964,12,6.9,0.8,10,89.1,41.8
1344,1965,1,6,0.1,13,112.6,62.2
1345,1965,2,6.7,0.7,11,7.7,44.9
1346,1965,3,9.5,1.8,6,62.5,117.1
1347,1965,4,12.6,3.9,1,74.6,153.6
1348,1965,5,15.4,7.3,1,56,137.3
1349,1965,6,18.3,9.7,0,86.4,135.4
1350,1965,7,17.5,9.2,0,65.3,125.3
1351,1965,8,17.8,10.2,0,89.1,124.6
1352,1965,9,15.5,7.9,0,68.2,70.8
1353,1965,10,14.2,7.4,0,59,75.5
1354,1965,11,7.3,1.7,10,118.5,70.8
1355,1965,12,7.6,1.4,6,96.8,52.3
1356,1966,1,6.2,1.9,10,69.5,29.5
1357,1966,2,7.8,3.6,0,116.5,41.2
1358,1966,3,11.6,3.9,1,60.7,124.8
1359,1966,4,9.9,3.7,4,101.5,88.9
1360,1966,5,15.9,6.3,0,69.4,219.5
1361,1966,6,18.9,11.1,0,103.1,140.3
1362,1966,7,19,10.2,0,35.9,164.1
1363,1966,8,17.9,9.7,0,67.5,128.2
1364,1966,9,17.7,10.1,0,68.6,106.1
1365,1966,10,12.8,5.4,1,144.1,103.6
1366,1966,11,8,1.7,8,84.9,63
1367,1966,12,8.2,2.3,4,111.4,40.5
1368,1967,1,7.6,2.4,7,51.3,50.3
1369,1967,2,8.8,2.4,2,72.1,83.9
1370,1967,3,10.1,3.3,3,62.6,115.1
1371,1967,4,13.4,4.1,1,42,140.3
1372,1967,5,13.8,5.3,2,108.9,140.5
1373,1967,6,18.5,9,0,28.8,165.9
1374,1967,7,19.6,11.1,0,93.7,97.6
1375,1967,8,18.7,10.5,0,83.5,127.2
1376,1967,9,17,9.1,0,115.6,120.9
1377,1967,10,12.9,5.9,0,124.1,88
1378,1967,11,9.3,2,7,54.1,75
1379,1967,12,7.1,1.9,11,67.8,41.1
1380,1968,1,7.8,2.5,7,87.3,33.6
1381,1968,2,5.8,-1.4,22,34,92.6
1382,1968,3,10.4,2.3,3,57.2,100.7
1383,1968,4,12.4,3.4,9,56.8,151.7
1384,1968,5,14,4.8,3,52.8,156.8
1385,1968,6,19.5,9.1,0,66.3,215.5
1386,1968,7,19.1,9.9,0,23.9,127.6
1387,1968,8,20.4,10.1,0,53.8,177.9
1388,1968,9,17,9.1,0,87.2,108.3
1389,1968,10,15,9.3,0,94.4,59
1390,1968,11,9.5,4.1,4,94,46.9
1391,1968,12,6.7,1.3,14,69.1,32.7
1392,1969,1,7.1,2.2,8,110.5,29.4
1393,1969,2,4.2,-1.8,16,59.2,65.9
1394,1969,3,7.3,0.3,13,33.3,82.8
1395,1969,4,12.7,2.3,8,64.6,184.8
1396,1969,5,14.8,6.4,0,102.2,128.8
1397,1969,6,18.3,8.3,0,60.4,190
1398,1969,7,20.2,11.4,0,33.8,165.9
1399,1969,8,19.3,11.6,0,54.3,135.3
1400,1969,9,17,9.5,0,21.5,77.2
1401,1969,10,16.1,9.2,0,37.2,64.8
1402,1969,11,7.2,0.9,15,128.3,61.5
1403,1969,12,6.8,1.6,9,75.2,31.7
1404,1970,1,6.5,1,11,76.1,24.7
1405,1970,2,5.8,-0.3,16,103.7,81.3
1406,1970,3,8.6,1,13,57.2,105.8
1407,1970,4,11.2,2.7,9,67.1,126.7
1408,1970,5,16.9,8.4,0,37.9,109.2
1409,1970,6,20.5,11.1,0,56.7,184
1410,1970,7,18.3,10,0,94.8,90
1411,1970,8,20,10.5,0,102.2,132.9
1412,1970,9,17,9.4,0,76.4,79.6
1413,1970,10,13.3,7.4,0,80,59
1414,1970,11,9.4,3.9,3,98,62.7
1415,1970,12,7.1,1.9,8,33,50.3
1416,1971,1,7.5,2.4,6,47.8,54.2
1417,1971,2,8.4,2.6,5,54.3,55.2
1418,1971,3,9.8,1.9,7,28.8,76.2
1419,1971,4,12.1,3.9,2,82.9,116.6
1420,1971,5,15.6,6.3,0,49.9,162.6
1421,1971,6,16.3,7.7,0,99.6,125.8
1422,1971,7,20.6,11,0,54.4,166.4
1423,1971,8,18.2,10.8,0,108.3,100.1
1424,1971,9,18.9,8.9,0,31.9,141.1
1425,1971,10,14.7,8.2,2,37.7,87.6
1426,1971,11,9.7,3.4,8,81.4,49.5
1427,1971,12,9.1,4.2,6,17,26.4
1428,1972,1,6.4,0.6,10,109.6,38.2
1429,1972,2,7.5,1.1,7,54.6,69.8
1430,1972,3,10,1.6,9,82.4,110.3
1431,1972,4,13,3.8,2,58.2,129.7
1432,1972,5,14.2,5.8,0,85.1,130
1433,1972,6,15.6,6.6,0,63.5,139.8
1434,1972,7,19.7,10.2,0,56.4,147.1
1435,1972,8,17.8,9.3,0,37.6,96
1436,1972,9,16.4,6.4,0,9.8,121.9
1437,1972,10,13.5,6.6,0,42.5,84.8
1438,1972,11,8.3,2.3,10,82.6,58
1439,1972,12,8.8,2.6,9,69.8,48.3
1440,1973,1,7.6,2.8,6,93.8,24.5
1441,1973,2,7.1,1.5,11,63.1,64.6
1442,1973,3,10.3,2.1,8,27.6,94.3
1443,1973,4,11.5,3,5,52.8,123.8
1444,1973,5,15,6.3,0,59.8,133.5
1445,1973,6,19.1,9.7,0,26.1,157.9
1446,1973,7,19.2,11.3,0,72.3,108.6
1447,1973,8,19.7,10.8,0,78.7,124.9
1448,1973,9,17.1,9.1,0,52.1,106.4
1449,1973,10,12.1,5.5,4,57.3,79.1
1450,1973,11,8.9,2.9,8,75,44.5
1451,1973,12,7.8,2.1,6,67.8,41.5
1452,1974,1,8.7,3.4,3,117.1,36.7
1453,1974,2,7.9,2.4,6,60.2,59.6
1454,1974,3,9.2,2.1,5,31.8,92.7
1455,1974,4,13.8,3,2,38,198.1
1456,1974,5,14.1,6.5,0,86.7,130.4
1457,1974,6,17.1,8.2,0,49.8,154.4
1458,1974,7,17.5,10.3,0,97.8,116.7
1459,1974,8,18.7,10.2,0,57.6,155.7
1460,1974,9,14.5,7.4,1,99.3,104.1
1461,1974,10,10.7,4.3,1,43.7,81.6
1462,1974,11,8.2,2.2,5,71.6,78.2
1463,1974,12,9.6,4.4,2,90.1,30.5
1464,1975,1,8.5,3.4,4,110.3,50.5
1465,1975,2,8.1,2.1,6,19.9,74
1466,1975,3,8.7,1.4,10,41.5,121.2
1467,1975,4,12.9,4.5,5,38.9,139.1
1468,1975,5,15.5,4.7,1,15.4,239.3
1469,1975,6,19.7,8.4,0,15,213.1
1470,1975,7,20.8,11.8,0,34.3,126.8
1471,1975,8,21.6,12,0,47.6,148.1
1472,1975,9,15.8,8.4,0,143.5,111.4
1473,1975,10,13.4,7.6,2,60.4,79.3
1474,1975,11,9.4,3.3,4,41.1,56.3
1475,1975,12,7.9,3,6,18,25.9
1476,1976,1,7.7,3.4,6,79.1,32.7
1477,1976,2,7.6,2.1,8,40.3,44
1478,1976,3,8.7,2.4,5,55.6,67.9
1479,1976,4,13,4.4,2,17.4,149.1
1480,1976,5,14.8,6.6,0,102.1,110.4
1481,1976,6,20.2,11.1,0,53.2,174.4
1482,1976,7,20.5,12.4,0,53.2,122.3
1483,1976,8,22.4,10.3,0,13.8,237.6
1484,1976,9,15.9,8.6,0,85.2,86.7
1485,1976,10,11.9,5.7,0,135.6,74.7
1486,1976,11,8.2,2.8,6,30.7,71.5
1487,1976,12,3.9,-0.4,17,82.2,24.3
1488,1977,1,4.9,-0.2,17,89.4,50.3
1489,1977,2,6.7,1.4,6,116.3,40
1490,1977,3,9.9,3.8,2,64.6,77
1491,1977,4,11,3.5,5,50.5,137.8
1492,1977,5,15.2,4.6,2,20,226.2
1493,1977,6,17.5,7.5,0,54,170.3
1494,1977,7,20.4,11.6,0,21.8,174.8
1495,1977,8,19.2,9.7,0,97.9,173.7
1496,1977,9,15.8,8.7,0,47.2,93.2
1497,1977,10,14.2,8.7,0,66,79
1498,1977,11,7,1.2,10,91.5,58.1
1499,1977,12,8.2,3.8,3,69.4,20
1500,1978,1,5.7,0.8,11,77.4,64.7
1501,1978,2,5.9,0.4,12,47.2,61.7
1502,1978,3,9.5,2.8,6,85.4,100.6
1503,1978,4,10.6,2.9,4,26.3,109.1
1504,1978,5,16.7,6.5,0,28.6,163.8
1505,1978,6,16.9,8.8,0,42.4,123.5
1506,1978,7,18.1,10.5,0,55.8,121.9
1507,1978,8,17.8,11,0,50.9,73
1508,1978,9,16.6,10.2,0,72.2,88.6
1509,1978,10,14.2,9.2,0,44.3,88.4
1510,1978,11,10.8,5.3,4,77.2,54.4
1511,1978,12,6.4,2,9,166,42.8
1512,1979,1,3.7,-2.3,23,61.8,55.7
1513,1979,2,4.8,-0.3,16,19.2,58.5
1514,1979,3,7.6,0.7,14,72.3,103.5
1515,1979,4,10.8,3.4,2,73.7,121.7
1516,1979,5,13.1,4.5,4,99.4,153.9
1517,1979,6,17.7,9.2,0,52.7,134.4
1518,1979,7,19.1,11.3,0,34.7,107.2
1519,1979,8,18,9.7,0,107.9,123
1520,1979,9,15.9,8.5,0,40.8,101.2
1521,1979,10,13.5,7.7,1,112.4,89.4
1522,1979,11,9.7,3.3,7,98.7,62.4
1523,1979,12,6.6,2,10,91.7,45
1524,1980,1,5.2,-0.4,19,75,41.7
1525,1980,2,8.1,2,8,72.9,53.8
1526,1980,3,8.2,1.1,10,101.5,95.2
1527,1980,4,13.7,4.3,0,14,128.1
1528,1980,5,16.2,6.4,0,34.2,220.1
1529,1980,6,16.7,9.1,0,96.8,88.7
1530,1980,7,17.4,10.1,0,50.4,96.9
1531,1980,8,19.2,10.9,0,59.6,96.2
1532,1980,9,17,10.7,0,70.3,92.5
1533,1980,10,11.8,5.4,0,112,81
1534,1980,11,9.2,4,6,61.7,52.2
1535,1980,12,8.1,2.3,7,99.9,23.9
1536,1981,1,7.9,2.6,6,50.9,37.1
1537,1981,2,6.9,1.5,7,47.3,59.6
1538,1981,3,10.9,4,0,108,76.3
1539,1981,4,12.8,3.8,3,47.7,152.5
1540,1981,5,15,6.6,1,97.8,126.8
1541,1981,6,16.9,8.8,0,85,109.9
1542,1981,7,18.3,11.1,0,63.8,95.9
1543,1981,8,20,11.1,0,35.9,110
1544,1981,9,17,10,0,136.8,110.3
1545,1981,10,10.4,3.4,2,110.6,92.5
1546,1981,11,10.1,3.9,3,70.1,48.2
1547,1981,12,4,-1.1,16,69.2,17.8
1548,1982,1,6.3,0.9,14,79.9,42.3
1549,1982,2,8.1,2,9,65.7,61.2
1550,1982,3,10.1,2.1,5,101.6,134.5
1551,1982,4,14.1,4.5,2,9,141.5
1552,1982,5,15.7,6,3,30.7,170.1
1553,1982,6,18.6,10.2,0,80,132.6
1554,1982,7,20.7,11.1,0,15.1,155.9
1555,1982,8,18.9,10.5,0,64.1,122.9
1556,1982,9,16.6,9.3,0,69.3,108.8
1557,1982,10,12.8,5.9,0,101.4,77
1558,1982,11,8.7,3.3,2,131,41.3
1559,1982,12,6.9,1.2,13,114.3,41.5
1560,1983,1,8.4,2.8,4,76.5,40.5
1561,1983,2,5.5,0,13,34.4,67.5
1562,1983,3,10.1,3.9,2,79.6,54.5
1563,1983,4,10.7,1.7,11,60.1,147.6
1564,1983,5,13.8,6,0,67,117.1
1565,1983,6,17.4,9.6,0,40.2,114
1566,1983,7,23.3,12.6,0,15.1,177.1
1567,1983,8,21.4,12.5,0,32.5,117.1
1568,1983,9,16.2,9.5,0,67.6,67.1
1569,1983,10,13,6.7,2,92.4,79.7
1570,1983,11,10.1,4.1,6,28.4,27.5
1571,1983,12,8.8,4,6,111.3,29.8
1572,1984,1,5.2,-0.4,15,127.9,38.7
1573,1984,2,7.3,1.5,8,94.7,42.1
1574,1984,3,8.2,1.8,5,65.5,71.3
1575,1984,4,13.3,3.8,4,13.9,158.4
1576,1984,5,15.9,4.1,0,20.3,214.1
1577,1984,6,18.8,10.2,0,47.4,132.3
1578,1984,7,21,11,0,49.9,173
1579,1984,8,21.1,11.7,0,87.2,141.5
1580,1984,9,15.9,8.8,0,78.8,96.5
1581,1984,10,13.3,6.1,2,79.7,87.7
1582,1984,11,8.7,2.9,5,90.8,48.4
1583,1984,12,8,2.4,7,81.6,28.4
1584,1985,1,3.2,-2.2,25,46.8,52.5
1585,1985,2,6.5,1,14,23.5,69.6
1586,1985,3,8.4,1.4,8,57.6,85.1
1587,1985,4,12.7,4.8,2,50.5,126.5
1588,1985,5,14.6,6,0,63.2,145.4
1589,1985,6,17.1,7.7,0,55.1,154.3
1590,1985,7,18.8,11.2,0,99.4,89.6
1591,1985,8,16.9,10,0,136.8,98.3
1592,1985,9,17.6,10.2,0,88.3,79.7
1593,1985,10,13.8,7.3,0,42.7,71.2
1594,1985,11,7.9,-0.1,18,40.4,62.7
1595,1985,12,8.6,3.2,6,60.1,46.9
1596,1986,1,6.5,0.5,12,105,41.6
1597,1986,2,3.5,-1.7,19,4.4,68.1
1598,1986,3,9.4,1.8,8,71.3,113.8
1599,1986,4,10,1.5,7,99.6,138
1600,1986,5,14,6.5,0,98.4,159.6
1601,1986,6,18.6,9.8,0,44.5,141.1
1602,1986,7,18,11.2,0,51.6,76.2
1603,1986,8,16.2,8.1,0,109.3,110.3
1604,1986,9,16.2,6.7,0,4.2,142.8
1605,1986,10,13.6,6.8,0,90.6,105.4
1606,1986,11,10.3,3.5,3,83.2,74.9
1607,1986,12,8.2,2.6,5,100.5,40.6
1608,1987,1,5.6,0.1,15,31,41.1
1609,1987,2,8,-0.2,13,35.4,62.6
1610,1987,3,8.6,1.2,11,77.8,71.7
1611,1987,4,13.6,5.2,1,41.9,91.1
1612,1987,5,15.2,5.7,0,27.3,170.6
1613,1987,6,15.5,8.1,0,91.4,77.4
1614,1987,7,19.9,11.5,0,36.4,109.5
1615,1987,8,18.8,11,0,105.1,105.2
1616,1987,9,16.3,8.2,0,76.5,145.8
1617,1987,10,11.9,4.5,2,128.5,109.1
1618,1987,11,9.4,3.8,4,46.9,52.9
1619,1987,12,8.2,2.6,8,34,23.7
1620,1988,1,7.1,1.5,6,129.9,55.5
1621,1988,2,7.8,1.5,8,76.8,71.1
1622,1988,3,9.7,3.3,2,108.2,80.6
1623,1988,4,12.8,4.6,3,30.6,134
1624,1988,5,15.7,6.1,0,51.2,172.6
1625,1988,6,19.6,9.6,0,37.4,166.4
1626,1988,7,17.4,10.5,0,91.5,114.6
1627,1988,8,17.9,10.5,0,86.5,116.6
1628,1988,9,15.9,9.2,0,77.4,108.3
1629,1988,10,13.1,6.2,3,89.2,95.4
1630,1988,11,9.3,2.1,8,34.5,66.8
1631,1988,12,9.9,5.4,0,67,38.1
1632,1989,1,9.7,4.1,0,46.6,55.5
1633,1989,2,9,2.4,5,48.1,87.7
1634,1989,3,10.6,2.7,3,81.3,112.4
1635,1989,4,10.7,2,8,89.8,109.1
1636,1989,5,17.2,6.7,0,20,227.5
1637,1989,6,19.1,9,0,34.3,183.1
1638,1989,7,23.8,12.3,0,36.1,243.8
1639,1989,8,18.5,11.5,0,88.2,118.1
1640,1989,9,16.3,9.2,0,48.5,98.5
1641,1989,10,13.8,8.3,0,93,61.7
1642,1989,11,8.9,4,5,25.1,45.2
1643,1989,12,6.4,1,12,54.5,24.3
1644,1990,1,9,3.3,1,88.1,58.6
1645,1990,2,8.7,2.6,2,153.7,61
1646,1990,3,11.3,5.3,2,39.8,88.9
1647,1990,4,12.2,3.5,1,48.5,149.4
1648,1990,5,17.1,7.5,0,42.6,165
1649,1990,6,16.9,9,0,69.5,135.5
1650,1990,7,20.2,11.4,0,31.8,214.9
1651,1990,8,19.5,12.6,0,90.6,104.3
1652,1990,9,16.1,8,0,23.1,120
1653,1990,10,13.5,8.2,0,147.7,77.2
1654,1990,11,9.5,3.2,7,51,73
1655,1990,12,7.2,1.2,9,97.3,46.1
1656,1991,1,6.3,0.7,14,64,69.4
1657,1991,2,6.3,-0.3,14,33.3,48.4
1658,1991,3,10.7,3.9,4,85.8,87.2
1659,1991,4,11.3,4.5,0,90,147
1660,1991,5,15.4,7.1,1,6.6,143.6
1661,1991,6,15.7,8,0,57,114.3
1662,1991,7,20.1,12.7,0,20.1,132.5
1663,1991,8,20.1,12,0,26,153
1664,1991,9,18.4,9.1,0,39.4,163.2
1665,1991,10,12.3,6.5,0,82.1,70.8
1666,1991,11,9.4,3.4,4,84.2,63.8
1667,1991,12,8.8,3.5,3,91.2,31.2
1668,1992,1,7.2,2.4,7,59,26.8
1669,1992,2,9.1,2.5,6,40.2,55.5
1670,1992,3,10.4,4.5,0,95.7,71.9
1671,1992,4,11.3,4.8,0,70.7,79.5
1672,1992,5,16.6,7.9,0,36.8,179.2
1673,1992,6,19.5,10.5,0,52.2,158.6
1674,1992,7,18.9,11.3,0,59.4,112.9
1675,1992,8,17.3,10.3,0,146.4,143.3
1676,1992,9,15.3,8,0,64.2,85.9
1677,1992,10,11,4,2,47.6,85.5
1678,1992,11,10,4.1,2,101.3,57.8
1679,1992,12,7,0.9,9,63.2,40.4
1680,1993,1,8.4,3,2,90.3,40.4
1681,1993,2,8.9,4.1,4,17.5,24.8
1682,1993,3,9.8,3.2,7,39,77.4
1683,1993,4,12.7,5.5,0,82.3,112.1
1684,1993,5,14.5,6.5,0,129.8,121.2
1685,1993,6,17.6,10.6,0,64.9,88.3
1686,1993,7,17.4,11.2,0,78.8,92.6
1687,1993,8,17.5,10.1,0,57.8,140.4
1688,1993,9,15.7,8.6,0,97.7,96.4
1689,1993,10,11,4.1,5,40.1,87
1690,1993,11,8.5,2.4,8,45.1,56.8
1691,1993,12,7.3,2.3,5,141.9,34
1692,1994,1,7.7,1.9,9,90.7,53.1
1693,1994,2,6.1,0.1,13,107.8,48.6
1694,1994,3,9.9,3.8,0,86.8,106.4
1695,1994,4,11.7,3.5,1,66.7,174.4
1696,1994,5,13.8,5.9,0,39.7,142.2
1697,1994,6,16.4,9.3,0,37.6,102.9
1698,1994,7,19.5,11.8,0,59.2,127.5
1699,1994,8,17.9,10.3,0,62.4,113.4
1700,1994,9,15.8,8.3,0,63.2,110.5
1701,1994,10,13.5,6.7,0,38.4,112.9
1702,1994,11,12.5,6.3,0,56,60.6
1703,1994,12,8.9,3.2,4,109.5,49.9
1704,1995,1,7.6,1.4,11,103,32.2
1705,1995,2,8.8,3,1,89.3,58.3
1706,1995,3,8.8,1.9,7,60.4,102.2
1707,1995,4,13,4.7,5,32.9,149.1
1708,1995,5,14.9,6.6,0,25.9,164.3
1709,1995,6,19,9.2,0,28.9,227
1710,1995,7,21.2,12.7,0,41.5,150.9
1711,1995,8,23.8,12.5,0,10.4,242.7
1712,1995,9,17.1,9.1,0,60.3,124.4
1713,1995,10,15.4,9.1,0,134.6,105.1
1714,1995,11,11,5.2,3,152,60.5
1715,1995,12,5.6,1,11,39.9,31.5
1716,1996,1,7.9,4.3,5,77,24.1
1717,1996,2,7.2,-0.4,17,65.9,109.4
1718,1996,3,7.8,2.9,2,48.5,47.6
1719,1996,4,12.5,4.8,4,93.2,116.4
1720,1996,5,13.3,4.4,2,78.9,170.5
1721,1996,6,18.2,9.1,0,23,184.9
1722,1996,7,19.2,11.2,0,54.1,138.4
1723,1996,8,18.4,11,0,83.5,100.7
1724,1996,9,17.6,9.1,0,27.5,142.8
1725,1996,10,14.1,8.1,0,76.1,72.1
1726,1996,11,8.8,2.3,12,76.1,72
1727,1996,12,6.3,1.4,10,48.2,41.9
1728,1997,1,6.7,2.2,10,18.9,20.5
1729,1997,2,9.6,2.8,3,94.6,75.9
1730,1997,3,11.7,4.5,6,29.2,88.6
1731,1997,4,13.2,5.4,1,34.6,81.9
1732,1997,5,15.6,6.9,1,84.6,201.9
1733,1997,6,16.5,9.1,0,91.6,136.6
1734,1997,7,19.5,11.9,0,95.3,122.5
1735,1997,8,21,13.3,0,43,185
